Ratio_SMOTE,N3_Minoritaria,N3_Mayoritaria,L2_Minoritaria,L2_Mayoritaria,dwCM9_Minoritaria,dwCM9_Mayoritaria
0.4066350710900474,0.5104895104895105,0.1791469194312796,0.696969696969697,0.06255924170616113,0.5216783216783217,0.20246445497630333
0.5,0.3548387096774194,0.18388625592417063,0.5787476280834914,0.08625592417061612,0.4394686907020873,0.22274881516587677
0.6,0.26224328593996843,0.2037914691943128,0.49447077409162715,0.12037914691943127,0.36808846761453395,0.24530805687203788
0.7,0.21951219512195122,0.21516587677725119,0.4268292682926829,0.15829383886255924,0.32737127371273717,0.2693838862559242
0.8,0.16824644549763032,0.23412322274881517,0.36492890995260663,0.1990521327014218,0.28222748815165877,0.28720379146919434
0.9,0.14014752370916755,0.23791469194312795,0.3129610115911486,0.22748815165876776,0.2518440463645943,0.30483412322274883
1.0,0.10900473933649289,0.23886255924170616,0.2672985781990521,0.26919431279620853,0.22805687203791472,0.3143127962085308
