Ratio,N3 (Solapamiento),dwCM9 (Vulnerabilidad),G-mean,F1-score
0.407,0.5066666666666667,0.5086666666666666,0.6761063529170878,0.5726495726495726
0.5,0.3604336043360434,0.42493224932249324,0.6688151621896541,0.5551020408163265
0.6,0.248868778280543,0.36244343891402714,0.6983461743706081,0.5833333333333334
0.7,0.20155038759689922,0.31240310077519384,0.6964702395023841,0.5823754789272031
0.8,0.1423728813559322,0.26440677966101694,0.7032488684477403,0.587360594795539
0.9,0.1280120481927711,0.2237951807228916,0.7076858138410902,0.5925925925925926
1.0,0.09078590785907859,0.208130081300813,0.6942899183303968,0.5767790262172284
